id,tweet,sarcastic,rephrase,dialect
2053,لفيروز من قلبي سلام  جارة القمر  سفيرتنا الى النجوم  فيروز 81ىسنهفيروز اخر عهدي بيها انها كانت بتايد بشار من 2011-2012 تقريبا,0,,egypt
2054, انا عندي حنين ما بعرف لمين ..ليلي بيخطفني من بين السهرانين💔 فيروز ,0,,levant
2055, حسبي الله ونعم الوكيل 😥😥😢 بنغازي 💔 ,0,,magreb
2056,أن  حلب كانت القاعدة التي انطلقمنها عمادالدين سنة 539هـ وسحق دولةالرها الصليبيةووضع بداية النهايةللوجود الصليبي في بلاد الشام ستبقى حلب,0,,msa
2057,نصائح مهمة ورائعة لقروبات الواتس اب انشروها  رتويت  واتساب  السعودية  الكويت  قطر  درر,0,,msa
2058,رضا عبدالسلام: كلام دعبدالمنعم أبوالفتوح الاقرب إلى الناس وهو علامة من علامات مصر هو شخصية مصرية مضحية حتى النخاع,0,,egypt
2059,كلما اقترب موعد بدء الحملات الانتخابية، كلما تغيرت لغة الحوار والخطاب بين الأحزاب والسياسيين وأصبحت أكثر عنفا لفظيا,0,,egypt
2060,سيطرة البلطجية المسلحين على الشوارع ليلا قتلوا ملتحيا أمس فى جسر السويس كارثة أمنية غير مسبوقة,0,,egypt
2061,سعيد جداً بزيارة الجزائر بلد جميلة فعلاً!,0,,egypt
2062,قال الاستاذ علاء عبدالفتاح على الجزيرة بصراحة نحن نعرف ان خالد على لن يكسب الم يكن الافضل ان ندعم مرشحا ثوريا واحدا بدلا من تفتيت الأصوات,0,,msa
2063,خلق جميل ثقافة الحوار وتقبل الرأي الاخر,0,,msa
2064,ثم يصل الاستعلاء إلى مداه بإنهاء الحوار و الكلام معكم ما فيش منه فايدة  هكذا ينظر أحد أطراف حرس الاخوان الحديدي للديمقراطية وللحوار,0,,egypt
2065,لا إله إلاَّ اللَّه وَحْدَهُ لا شرِيكَ لَهُ، لهُ المُلكُ ، وَلهُ الحَمْدُ ، وَهُوَ عَلى كُلِّ شَيءٍ قَدِيرٌ  غرد بذكر الله  كنز المسلم,0,,msa
2066,  عاجل | اندلاع مواجهات بين شبان وقوات الاحتلال في بلدة  عنبتا شرق  طولكرم قبل قليل فلسطين ,0,,msa
2067,دور رائع ومفاجئ لنساء مصر فى المظاهرات شبابنا ونساءنا يستحقون الصدارة ان شاء الله بعد سقوط الانقلاب,0,,egypt
2068, نبض رابعة |  شاهد معتقلين المنيا في قاعة المحكمة يهتفون ساخرين من القاضي و من فضيحة زوجتة مع مدرب الكراتيه (,0,,msa
2069, اللهم إنك رزقتنا الإسلام من غير أن نسألك فلا تحرمنا الجـنة ونحن نسألك .. آمين ,0,,msa
2070,سنفعل كلّ ما نستطيع لإسقاط هذا الدّستور الباطل,0,,msa
2071,ومجتمع نريد استقراره وبناءه ديمقراطيا يعاني ومجلس عسكري تآكلت شرعيته ويصر على أخطائه التي باتت تهدد تماسك الدولة وتعيدنا للوراء,0,,msa
2072, ك  ماذا لو المدارس مختلطهلن يكون هناك اختلاط فدولتنا حفظت لناالكثير باتباع شريعة المصطفى صلى الله عليه وسلم .دعوكم من المزمرين والمطبلين. ,0,,msa
2073, يوم للنسيان في  بنغازي ,0,,msa
2074,لابد من الإسراع بنقل الوعي الانتخابي للمواطنين، الكثير من الناس لا يعلمون القواعد للانتخابات وكيفية اختيار القائمة الحزبية والفردي,0,,msa
2075,هو ممكن ت  نزل صلاح :(  ليلة الابطال,0,,egypt
2076, | بحرية الاحتلال تهاجم مراكب الصيادين قبالة بحر  غزة ولا زالت  حماس تلاحق المجاهدين وتعقل السلفيين.. حماس تعتقل السلفيين ,0,,msa
2077,في جولتي اليوم بمدينة بدر أسعدني بشدة لقاء المواطنين من عمال المصانع الذين يمثلون قاعدة عمالية حقيقية تسهم بشكل فعال في تنمية الدائرة,0,,msa
2078,الولايات المتحدة🇺🇸 عاجل |  الكونغرس الأمريكي يمدد العقوبات على  إيران لـ 10 سنوات أخرى,0,,msa
2079,هل تعرف معنى اسم الله الصمد ؟  الصمد  الذى يُقصد إليه فى قضاء الحوائج  الصمد  لا يحتاج إلى أحد و يحتاجه كلُ أحد,0,,msa
2080, هل تعلمون أكثر شئ تلمسته أن  عاصفة الحزم و  السعودية جعلت الروافض في  العراق يلطمون على الحوثي و عفاش و قبلهم  أمريكا و  أيران و رمم المتحدة ,0,,msa
2081,2 فقط جلسة ودية، موقفي من رفض الحوار مع الرئيس وجماعته وحزبه كما هو وملتزم بموقف الشارع الرافض للحوار بدون ضمانات وهو موقف جبهة الإنقاذ,0,,egypt
2082,عامل كهربائي يستغل وقت فراغه في عشر ذي الحجة في قراءة القرآن كتب الله أجره وغفر ذنبه  عشر ذي الحجة,0,,msa
2083,97: ههههه عادي مالها ال14 سنه :)  أجدع ناس و فخور جداً بيكم,0,,egypt
2084,إخلاء سبيل  سما المصرى وتغريمها 20 ألف جنيه فى قضية بث قناة   فلول,0,,msa
2085,لو صح خبر مبادرة قيادات الجيش بالاعتذار لمرسي واعادة هيكلة الجيش ومحاكمة الانقلابيين والقتلة سيكون ذلك أفضل حل للازمة وانقاذ لمصر من الخراب,0,,msa
2086, كارلو انشلوتي : لم أكن قلق حول رحيل ليفاندوفيسكي إلى ريال مدريد أو أي نادي آخر كنت أعلم رغبة اللاعب والنادي. ,0,,msa
2087,كل من ينزل مظاهرة بسلاح أيا كان انتماءه السياسي هو مشروع قاتل يجب محاكمته,0,,msa
2088, السيسي مش رئيسي ، اقرأ بهدوء و تعقل قبل ان تأخذك عواطفك لسب الكاتب او مدحه  مصر  فلسطين  الإمارات  السعودية  لبنان,0,,msa
2089,البرنامج - الحلقة 12 كامله:,0,,msa
2090,أشكرك,0,,egypt
2091,الخطأ القومي عندنا هو التبجيل,0,,msa
2092,  الجيش السوري يتقدم في أحياء كرم القاطرجي والحلوانية وطريق الباب شرق  حلب.مشاعل النور بحلب. ,0,,msa
2093,الأسواني : اذا قارنّا نسبة التحرش الجنسي في السعودية بالدول الأوربية كألمانيا وبريطانيا نفاجأ أن >المقال كاملاً>>,0,,msa
2094,ودي البس عباءة الإخفاء حقة هاري بوتر واروح اعيش يوم مع اللي احبهم اشوف كيف يقضون يومهم واشوف ما وراء الكميرا .😩,0,,gulf
2095, مشاعري، حبي، حياتي، شوقي، ولهفتي، متصدقين مني لاني مصدقاك😭💙🎶. اليسا ,0,,egypt
2096,د علاء الأسواني: هل نذكر معاً المطالب التي خرج من أجلها الملايين ؟! أقرأ المقال كاملاً على هذا الرابظ:,0,,msa
2097, دوي اطلاق نار فى محيط قصور الضيافة  ريكسوس   بالعاصمة  طرابلس. ليبيا  المرصد ,0,,msa
2098, قال رسول الله ﷺ(إذا سمعتم الطاعون بأرض، فلا تدخلوها، وإذا وقع بأرض، وأنتم فيها، فلا تخرجوا منها) رياض الصالحين  ريال مدريد ,0,,msa
2099, المندوبة الأمريكية لدى الأمم المتحدة  سامنثا باور  :  النظام السوري لم يكن ليدخل شرق  حلب لولا استعانته بالقوة الروسية   روسيا  سوريا ,0,,msa
2100,88 أعترض على الطريقة والمضمون والتوقيت لا يجوز إصدار مبادئ دستورية ملزمة بدون استفتاء الشعب أصلاً,0,,msa
2101,  الناتو سيجتمعون من اجل مراقبة تحركات  تركيا مؤخرا وتقاربها مع  روسيا في حال تتطور سيتم اقصائها مرحليا ,0,,msa
2102,معااااااااااااااااااك يا ريسنا معاااااااااااااااااااااااك  تحيا مصر  السيسي حبيب الملايين  سأنتخب السيسي,0,,egypt
2103,المملكةالعربيةالسعودية  جدة  جده  الرياض  الدمام  الخبر  ينبع  الشرقية  مكة  المدينة المنورة  راقت لي [2138449],0,,msa
2104,باسم يوسف لذيذ,0,,egypt
2105,يا شعب مصر العظيم أيها القائد والمعلم ؛ كم أنا فخور بشرف الانتماء لك,0,,msa
2106,    نفسك فى أية فى الجنة  ؟ أرتاح بدون نوم آكل بدون هم أضحك بدون نهايه أبي أحط أول رجل فيها أقول هذا الحلم المنت,0,,egypt
2107, اللهم يارحمـــن أنزل  لطفك ورحمتك على أهل السنه في  سوريا و  اليمن  العراق  بورما ,0,,msa
2108,إستبشروا خير,0,,msa
2109, اهلا بيك فى وطنك تشرف اى حد يابطل  أحمد شفيق ,0,,egypt
2110,علاقة النائب بالناخبين لابد وأن تراجع سنويا في جمعية عمومية مثلما تفعل الشركات مع المساهمين العقد بيننا هو البرنامج والعقد شريعة المتعاقدين,0,,msa
2111,تحياتي يا بلد,0,,egypt
2112,في حفل جمعية رسالة   رد الجميل   لتكريم سيدات مُسنات من جميع محافظات  مصر بمناسبة  عيد الأم على مسرح سيد درويش - أكاديمية…,0,,msa
2113,: النِعمة تحتاج للشكر،، وَالبَلاء يحتاج للصبر،، وَالذنَب يَحتاجُ للإستغفار،، (فمْن شكرَ و صَبر وَ اسْتغفَر نَال  السعادة) 50,0,,msa
2114, بصير حد يحكيلي شو هي  جبهة النصرة ؟🤔 ,0,,levant
2115, يقال أن إمبراطور  الصين كان يختبر موظفيه مرة واحدة كل ثلاث سنوات، لجس نبض مستواهم الفكري و النتيجة واحدة من اثنين إما الترقية أو الفصل !!! ,0,,msa
2116,أخص بالشكر د محمد البلتاجى الذى المت به أزمة صحية لجهوده فى تجميع الصف الوطنى لتأسيسية الدستور وأسألكم الدعاء لرجل وطنى بحق,0,,msa
2117,  الخارجية الإيرانية :  الولايات المتحدة مسؤولة عن تنفيذ إلتزاماتها الدولية الاتفاق النووي  ايران  واشنطن  يونيوز ,0,,egypt
