,tweet
3211,Join me on to help save our planet in just 2 minute a day #UnitedForGood
3212,Just switched to 🐙 wa with but there monthly payment go up and down like a seesaw and now they want even more money so #ByeBye
3213,feeling so nostalgic today
3214,thing are looking UP omg I am so excited for this next chapter of my life
3215,hug your loved one right every single day life is not promised to u so make every second count
3216,Facetiming my friend ha made me realise how much i miss them
3217,Bloody lush😍😍😍😍
3218,#jackstack 😍😍😍
3219,This time last year 🌈💛 there may not be a parade today but the fight for equality never stop Celebrating with a socially distanced Pride D&amp D session #PRIDE2020
3220,Rewatching Wonder Woman tonight and I forgot just how much I love this film 💛 When you see something wrong in the world you can either do nothing or do something and I already tried doing nothing
3221,In case anyone need to hear this today trans people are valid trans woman are woman trans men are men trans non binary and gender non conforming people are v a l i d autistic people are not confused and they are also valid Have a nice day
3222,One of my workmate got me bubble tea for free bc she work in one of the shop 😭 my heart 😭
3223,Why doe money heist do this to me 😭 My heart 😭
3224,Got complimented on my skill in da kitchen today by both my manager and the head chef lfg 😎
3225,What a fantastic game Well done to Prime for allowing C4 to show it too you've got to see it to be it
3226,This tennis is hilariously fantastic to watch So many final are tight cagey error strewn affair Not this one #raducanufernandez #USOpen2021
3227,Very sad to hear about Sean Lock's passing A very funny man
3228,As I said yesterday I speak the truth Thanks a lot for a great talk I know the entire year enjoyed it though I roughly and learnt a lot
3229,Always ❤️
3230,how ha Marcel Kittle been allowed to use disc brake his year
3231,Hannah Montana pandora station is so underrated
3232,It's been such a good day💛
3233,this is going to be the longest and shortest 20 day of my life
3234,i miss amsterdam
3235,my fucking dog is a NIGHTMARE
3236,really need upload season 2 today now thanks
3237,lalisa and money are so good and perfect for lisa i’m so so proud of her and i can’t wait for the live performance
3238,i’m not gonna be here for lisa’s release co i’m old and tired but good luck lisa i know it’s gonna be so amazing and i’ll listen a soon a i wake up
3239,i genuinely can’t believe that red velvet are finally back after like two year i don’t know how it’s been that long
3240,GET YOUR VACCINES WHEN YOU CAN PEOPLE
3241,Yessssss Hannah Ann more emotion in the finale than in the whole season Get him #TheBachelor
3242,I don’t understand how any reasonable and compassionate human can watch the #MarchForOurLives and not see how crucial gun reform is for a safe and unified America
3243,It’s Wednesday I’m in love
3244,Wish somebody had told me all I had to do wa wait to month for Yuengling to come to Texas before I bought five case of it when I wa in Florida
3245,Super bummed that one of my best friend from high school is a republican
3246,It'll all be okay in the end 👍
3247,When you almost finish four season of Scandal in 5 day Everything ha you thinking #whatwouldOliviaPopedo
3248,Life is always a little better when you are slightly obsessed with a Netflix show
3249,Unpopular opinion a cruise is my idea of hell I don't care how expensive luxurious it is it's a firm no
3250,Not me looking at a slightly off coloured patch of skin on my finger ALL day then remembering at 7 35pm that it's a 13 ish year old straightener burn that I've had half of my life 🤦‍♀️🙃
3251,I've just seen the news about Sarah Harding and genuinely can't believe it So sad So so so young
3252,Sometimes art school really just feel like im watching a TV show making fun of art school
3253,Working in a restaurant very quickly reminds you how stupid and hateful people are 🙃🙃
3254,Applying for job is so weird and feel fake
3255,Very important Had my second ultrasound yesterday and hoping it's just the PCOS I've been dealing with for the last decade It feel like I've got random lump of broken glass in there
3256,Had a look at the hashtag for #Malignant and tbh it’s fine The last 5 year have had some really new idea in horror this is no new idea but lot more body horror And hot take I’m not sure you can do body horror without being some kind of problematic
3257,I really need to wash my hair but I am SO lazy today
3258,Reporting on this ceasefire make it sound like both side agreed to stop the violence But you don't get to call a T O when you're getting chased down by a leopard This ceasefire is just Israel saying it'll pause it ethnic cleansing for a little while
3259,We need an emoji for a neutral faced eyebrow raise 😳 this one look embarrassed 😧 this one look distressed What if we want to show moderate surprise or that our interest ha been piqued but are still being measured in our expression of it
3260,Something really great about the initial Covid shutdown last year wa the way it completely erased March Madness from the calendar Missing that tbqhwyrn
